T_k,H_k,L_k,M_k,P_Kipas_k,P_Pompa_k,T_k+1,H_k+1
24.675666141341164,42.03005085700005,297.7135006265633,1,0,0,24.183321523532033,36.43114817940671
27.801020317667163,61.23505291689306,473.173862513402,1,0,0,27.288390907721762,55.080775390563595
28.200654190149194,56.306146520279384,687.930896011337,1,1,1,25.492742236659236,52.89200083914944
22.772816832882906,42.45176037240335,201.14628350473464,1,0,0,22.34249941843586,37.90189850570575
34.54376941646838,53.74901924585969,750.8247790650811,1,0,1,33.537381842380114,49.30917311124535
31.626992350416717,54.54088861390141,566.8157403111722,1,0,1,31.048603106920844,50.94492399498552
34.09248412346284,44.97323620489827,667.4549095100226,0,0,0,32.40470746389184,38.35941234719186
33.422410256414736,68.37094441000846,467.14301947250874,1,1,1,30.610629568808438,63.93701354881164
28.968499682166275,65.49926114441986,634.6375260680476,0,1,0,26.025215470187995,59.318669159946495
33.82811352534675,60.07067011987325,62.15029800460041,1,1,0,30.684577280193697,53.07769277699792
21.327387530778793,53.86886683001822,663.7853185846515,1,0,1,21.107477171110254,51.46367018937324
22.93974293628718,52.35296624753526,80.1041443140249,0,1,0,20.364118588247546,46.75350971040444
20.67840933365807,59.529204014528624,717.4350322721468,1,1,1,18.532934751678777,57.16247227199098
24.879954961448966,56.36295608220716,793.9720604289824,1,0,0,24.038183003919777,50.75971327250106
25.83015934534223,41.86819317645657,270.5505966325834,0,1,1,23.243609789853284,39.00151111432138
24.07023547660844,55.375079463109955,207.73891721434524,1,0,1,23.55606319707529,52.78210447113351
32.43106263727894,64.19210851698519,624.0225228935305,0,1,1,29.41249466742797,60.2411965368908
25.351299900403838,53.77719632790874,239.76975569018992,1,1,0,22.99489597248599,48.368615767682684
24.21401764531071,41.55869732662805,699.1717873791526,1,1,1,21.67181220020228,39.39404529043373
28.14044124737373,63.588345981520995,127.13194411810753,0,1,0,25.332488177857773,57.66818145253362
22.113863374621438,46.04091346407923,144.46639728451868,1,0,0,21.750346219753514,41.114498831662736
32.032954711310595,47.758625046641164,784.3636663254617,0,0,0,30.62060039884434,41.259652453297434
21.118259655196564,44.941190602968874,555.3791737025035,0,1,0,18.7375079612659,40.36847451366007
34.803304049007764,49.90645194614493,685.1654183217146,0,0,0,33.44688210210494,43.25995743284144
31.58367153944986,62.70254517065905,293.24703301363854,1,1,1,28.67631394306666,59.13029682843784
22.980735223012587,55.58157578511812,557.3628121404533,1,1,0,20.57123858165645,50.78018589944589
20.082831756854034,46.146438224521376,495.6813704814479,0,1,1,17.61952567781044,44.048642794550695
32.23192142682251,66.33490234456123,502.36259009221027,1,1,1,29.41173479385807,62.14281419960845
30.602860157714257,66.38745564854588,561.8993446532911,1,1,0,27.95492718853462,60.07058285339316
30.93510752061481,66.11735275138021,481.51937984682394,1,1,1,27.98742873960477,62.47513890167807
31.569055200289185,47.16388634144618,371.79677697699947,0,0,1,30.379244484710114,43.766941175185316
21.110669776011356,53.537180325429645,256.94202078541014,1,0,0,20.837736726362557,48.68067290266994
25.37698592816409,69.54968968422625,626.4359981849016,0,1,1,22.89281972565469,65.97594120558855
21.738035892876944,63.16037428929971,219.70432250238966,1,0,0,21.434062217471034,57.73678050670849
32.946551388133905,40.81502263676679,569.2657296158106,1,1,0,30.26200715827645,34.53852953010719
29.34947190241337,41.956137737814764,224.999616986995,0,0,0,28.387781582610348,36.21726187152377
24.963470372789736,53.91794130436998,518.9976274658404,1,0,1,24.442748058534615,50.7654581103338
20.953375254290354,67.27660617584681,610.3087003467717,0,0,1,20.36869782795867,64.80143864745311
24.664734825734932,56.161053938581425,214.0354166799044,1,1,1,22.20623512764385,53.5274899430411
24.877749830401207,54.934375241028704,94.95747564598122,0,0,1,24.224409199725255,51.75865726439581
30.944092675070962,43.16421099869892,148.23030724563057,1,1,0,28.403079731453897,37.39081203800562
29.563362070328196,59.70340314172882,504.4977254532691,1,1,0,26.939146093964734,53.361571423777065
33.3081911386449,64.66309481800677,687.0848046693017,1,1,1,30.620843233523917,60.750888184622895
27.08322387742924,51.41260022522687,83.74761592656827,0,0,0,26.084344222913327,45.56182890537517
21.793913689074525,63.26835552775982,600.6134442812347,0,0,1,21.142023428298693,60.42591371897819
30.698671808344926,68.93429961702435,305.98898446253907,0,0,0,29.55509283779653,62.21337175647961
31.411775729253463,46.112993773830674,408.8962774396419,1,1,0,28.688353631422018,39.85042310204284
28.419157963542446,55.69988893584224,746.6446623841742,0,1,0,25.444356307588407,49.606473490562585
31.564507699318415,48.614138742537264,298.97862855188407,0,0,0,30.595748254907623,42.24237938631682
27.40693394546586,63.785632571015185,399.0027004546145,0,1,0,24.3969369914477,57.89906937267785
27.840992440729913,57.32780097643473,60.26181107051083,0,0,1,26.95539746469161,53.95374227985763
26.413115275378246,59.03747252650911,111.19904000362877,0,0,1,25.69548819826117,55.87492206648659
20.381286901161427,63.93742478847682,243.94369335108803,0,0,0,19.552427139847264,58.48871533777229
21.618371404899566,51.879114179873646,70.8891806158058,0,0,1,21.355697530754117,49.716285590344384
20.471437785301013,67.4527020522113,523.5314945361882,0,1,0,17.90539311330398,62.406171354064426
29.546156168956706,55.9908660173842,369.79876760121687,0,0,0,28.265092373457446,50.322213165837866
24.7153397161449,44.73864468506044,461.1089020460165,0,0,0,24.003286815124174,39.25470128376131
27.62856036747054,60.876973545064075,180.98538942224715,1,0,0,27.052148869292985,54.37266142049236
33.613497108891394,63.797840513147634,271.9490220774621,1,0,1,32.72053809651094,59.66527968472998
23.739383437233123,49.5028503120258,547.8683561395438,0,0,0,23.201092932310463,44.455843895694215
26.155743845534445,65.71537770996258,773.9770427227999,1,0,1,25.76007339897178,62.175178672773825
31.33326707814573,67.184297642973,87.8125802016569,1,0,0,30.61128515289202,60.08169694189045
23.431972482374338,48.30713462133427,717.7882406414495,0,1,0,20.827897203347614,43.68741507575672
21.154698647431896,69.50564418145666,482.66090098340635,0,1,1,18.581309947644588,67.3665596178948
24.34627179370652,44.22134584146275,472.93967506671777,0,1,0,21.8952818314072,38.338741127965676
22.418319308810066,46.0604700520747,425.20890140582026,1,1,0,19.8755239406159,41.039045845934744
33.9454647851386,45.52674517714078,102.04556442813754,0,0,1,32.76913929701405,42.02364817226235
32.12180569346626,66.81969130023612,117.4076388021205,1,1,1,29.32546910347126,62.5222078528781
29.501056347656352,59.62877656974885,500.68400424431456,0,1,1,26.647995591183225,55.863858915997426
33.07190885281577,44.563128496668185,305.71892857666876,1,1,0,30.091735328561242,38.02625180052364
32.05508115348672,53.20970255105047,737.9510499332605,1,0,0,30.9907762054529,46.400977234875995
22.798550883290538,58.458940752094065,354.9429030196042,0,1,1,20.182146791540738,55.35854658129019
33.388384977349666,42.5039225496815,157.46109402698082,0,1,1,30.261150302314974,38.96135054530584
28.090133628734762,66.47249105222016,586.039125126527,1,0,0,27.709066858715172,59.776640114991245
32.111602327460936,64.10810606324605,270.0150660807574,1,1,0,29.115467904139127,57.48338502849461
33.441369498852396,55.15620320729914,444.1027305169199,0,0,1,32.44250508891729,51.3028475661526
24.77005212457796,69.01379845777511,573.3745891288776,0,1,1,22.386661672953128,65.48264678026257
21.65077886791515,52.53282937825299,725.1980834015528,1,0,1,21.31157519139102,49.95727543972214
23.419027438129124,69.52330957109493,644.143396101257,0,1,1,20.55443473329868,66.98394302047114
26.406616829393844,60.03759996410881,557.2708009045431,1,1,0,23.825239832968144,54.43572295648566
32.27022148883739,59.04013819761825,559.7248867963576,0,1,0,29.15881115950123,52.23361649827661
32.910958748845154,44.978646858873546,759.4434830240649,0,0,0,31.84997899265393,38.90310481037765
20.10428195796786,66.45783274913933,271.86807312240205,0,1,0,17.51035865059376,61.87499451749766
27.661209538663485,52.82469063761845,50.83407064714056,1,0,1,27.31142884185241,49.69973120197127
26.261165047231685,44.86700217347438,253.965919548649,0,0,0,25.28092694761889,39.16043930455804
23.331617157060954,40.378225599272774,213.41853472005798,1,0,1,22.704155526381985,37.946883902686636
21.797980510005242,56.79267050915148,546.3759388354986,0,0,0,21.374088048148078,51.87303604565428
25.06422757105442,55.82198866368029,525.2836998241468,1,1,0,22.269823037820768,50.28933630600427
34.14364555868779,61.580608671074756,495.09603702854287,1,1,0,31.205843815422487,54.90913681732055
24.848043980311328,66.70774159053406,62.18258240709028,0,1,1,22.573293950676966,63.187447937643874
27.781859326150492,42.382197539290885,596.5835408379857,1,0,0,27.190959826898975,36.318995630862624
30.545284383427667,61.944894710210875,292.64780936411864,1,1,1,27.649905016651843,58.17846549193723
25.45444403568941,45.62235832292747,548.7919917549733,1,0,1,24.97311221433692,42.744281226973435
34.57673124081441,65.74531159471492,467.433821376615,1,0,0,33.64027456048076,58.455781092289136
34.43670942413167,64.57190541584968,307.0481940709304,0,0,1,33.23897144397806,59.584543878160616
23.776734437380462,56.22381264956633,150.9322003280808,0,1,0,21.18723716283538,50.93868998440738
27.45872758838578,61.307283958699344,120.8141732453607,0,1,1,24.42992453371133,57.946502608867256
24.513174647251546,49.43050339551245,673.6387498341677,1,0,0,24.340648123174486,44.36096082509999
24.272607415662016,54.13503696798444,738.7981565611685,1,1,1,21.89574418753481,51.43211695621174
20.553304210317993,64.64910693131415,537.3410350732247,0,1,1,18.134658106762362,62.23334793766802
29.143465009698453,53.777955915196415,127.57558614536254,0,0,0,28.09206934925018,48.083977236474816
27.54018534843292,50.733947959763256,351.52041266618056,1,0,0,27.156133401560602,44.594501007268484
20.77218126874984,54.826373417509,596.7044000788679,0,1,0,18.195014343990387,50.17493552450061
24.179696963549173,64.84747757311655,634.8656630075511,0,0,0,23.512344992395743,58.82222932768324
33.623988289499806,50.05624142112618,138.66396671831643,1,0,1,32.60282296344675,45.76000978527844
23.593428360004587,45.21284779407232,50.023039134036814,0,1,1,20.76421719804404,42.40577944440318
22.173423081368348,61.36042060992342,584.1027844104538,1,1,1,19.967982723267863,59.041781496155274
27.341791404163445,64.77934638124245,317.4471319896542,0,0,1,26.408160809424164,61.36286767291446
34.78475681165901,43.019124355706,240.86099871369518,1,1,0,31.7174455079504,36.33697737346513
23.630829072672505,47.19622338267834,59.67310234214408,1,0,1,23.152810117734823,44.375654657805065
30.08203321108818,44.25915969282982,455.22455507112477,1,0,0,29.48277451129138,38.17176346853012
31.424294229930766,50.438242347465,688.3630515694863,1,1,1,28.558723839253684,46.486793775033355
23.564563159885996,53.51052936716238,768.223734704441,1,0,0,23.16868676215137,48.42067081029249
30.923245229177894,62.464790108899194,474.3087129599669,0,0,0,29.879337130262062,55.67968018174504
25.516746990788796,59.534427546450225,435.8459958049206,0,0,0,24.45330730834781,54.315165256464425
29.48458745890369,58.627857024352934,113.79228911693083,0,1,0,26.289689125152478,51.929937630143094
29.50294566141342,50.57124839828963,461.6546011569498,1,1,0,26.878240061729883,44.292425631374854
28.036620261121378,65.24342659254279,334.98430922404594,0,1,1,25.0242348438924,62.23622517451356
21.354346550816125,54.138615021944936,505.3514606626827,1,0,0,21.24513795996738,49.12214911449501
32.52953743383857,69.37314814045463,341.54476090741,1,0,1,31.84808162778422,64.71179096324842
24.811700974576038,59.024264148872106,230.22434258777506,0,1,1,22.17899122580055,56.18774518846956
22.797777655997812,43.78794224693508,121.22395642128238,1,1,0,20.73085454129481,38.749899080932344
20.61162712332146,60.28532686226302,286.1888334416718,0,1,1,18.06858236799391,57.73711517983405
28.863394147823627,49.75312046295097,122.48362571581421,1,0,1,28.31755672931802,46.099787688278795
30.163465427634236,60.58981590058292,182.67271311798794,1,1,1,27.367632009763117,57.68401185011391
20.248817433917843,42.089234444872176,790.5021189346594,0,0,0,20.10423204915226,37.534661570831815
27.681395874489215,45.24644311527878,383.07766767996395,1,1,0,25.394871128630157,39.011634663699965
23.39743662796907,65.67211776717359,448.9038248787624,0,0,0,22.729346861748287,60.69717284533642
29.677591856141746,46.81538671070545,705.2138965529115,1,0,0,29.051700197820438,41.010761469603246
22.61549643507487,65.1112337572882,796.6766753680158,0,1,1,20.18861625322585,62.18674468757527
30.36406607153699,48.37828265363231,487.0358370085111,1,0,1,29.623791842238024,44.576171363223274
25.801030194508062,59.28645730176123,659.3553657831287,0,1,1,22.912485074162703,56.43261546539726
34.050949831051014,60.82451720529493,295.20576825250646,0,0,1,32.979500802149495,56.426308888284545
22.0628141621899,55.37964259435159,279.30796808546836,1,0,1,21.771439340992952,52.38483427260254
25.115995265753877,49.15932030090194,352.02779074592013,0,1,1,22.387644669912973,46.94490659440222
21.702102818608836,46.379331291132885,554.3804470052369,1,0,0,21.291856976218202,41.46623210385411
33.87040427417844,40.995680636872784,561.6437669413241,1,1,1,30.71923323821501,37.54387790395329
33.160090300714714,49.11839203722171,286.4295759870881,0,1,1,30.03750714716084,45.54554113875978
23.869124415727335,59.594883715938494,149.90744310247152,0,1,1,21.311412501165098,56.522314515915774
29.899760690512686,68.14914455345448,524.2971923491314,0,0,0,28.870901643625643,62.01115451811743
32.25833300301824,66.13613446789157,146.2443966415734,0,0,1,31.360880780801153,61.77922906312189
28.328012173991937,62.98194329605908,483.86938117199753,0,0,1,27.306024116480007,58.913092427997924
27.944758675340097,63.653420297598956,570.0665960422317,1,1,0,25.189315073328203,57.46125864053932
23.627784363506777,59.94954710427986,575.4586222958387,0,1,1,20.936310599252018,57.325679758201126
21.396541517088487,47.80860572698009,615.1040829946976,1,0,0,21.114325554931366,42.90413139047831
33.458236369299904,67.21585092117489,704.6445661742484,0,0,0,32.400819860535194,60.16068394507888
33.506270857449955,60.12196935717502,424.96924397359135,0,1,1,30.21471289096786,56.236659154892614
29.49652185909902,56.813218929413196,597.6868921471784,0,0,1,28.7269099016663,53.284424466047106
25.08544686573051,43.32968407640443,514.3795515243776,1,1,0,22.926212066820224,37.847283871631284
25.238143619189913,53.411666314192765,189.9799548482619,0,0,1,24.470364834185165,50.76832054213062
30.88933518305359,53.81074813605779,69.26723365205612,1,1,1,28.33232498692856,50.16043556596487
33.45665389928865,65.9369082856801,263.4060392577003,1,0,0,32.42534664373043,58.243190594634605
33.306296363976756,56.399446605633656,382.27527975321453,1,0,0,32.6022647769552,49.804019093055906
31.698133187864357,51.41201646911229,512.8294583214922,0,1,1,28.770317989755057,47.746604773865215
29.630474692314316,69.30400985531978,687.469497877404,1,1,0,27.078466549727082,62.8793947932405
21.262099474925733,43.32161779978947,197.18428752962424,0,1,1,18.6966600378489,41.533380696875696
22.424430711419205,52.67645284935834,144.1623424238578,1,0,1,21.66007183466194,50.05754111036034
33.47831282790619,41.26074025514216,772.6099606057456,0,1,1,30.208138114963056,37.51472846249966
29.09643589489385,62.19712362300791,131.03341953230535,1,1,1,26.34772669749647,58.118627954963465
20.137955774249445,67.54229656597451,408.86830258039186,0,0,0,19.4843197448279,62.692884383537255
21.522073142990482,48.401119886514685,489.17279659497643,0,1,1,18.96430593652302,46.79070442599779
29.952526536620837,65.75025030397363,456.0308156805787,0,1,0,26.89205569296161,59.04390941166077
20.075923757693282,48.766546913856935,114.5241177747074,1,1,1,17.748435768343864,46.55188677232947
22.41212077126248,67.32310484931746,92.77018550271453,1,0,1,21.932694710462183,64.40182000377426
28.231006840498793,62.61885710790352,129.11257059577676,0,0,0,27.212129550651067,56.570828407411106
30.3784279653904,64.14720330524315,489.1907629044594,1,0,1,29.82773144889837,59.98858416247362
29.779418892539006,40.540196668013635,458.2586657257408,1,1,0,26.99129418971793,34.7888541143798
23.3640396419084,68.88431071222078,225.3055940275582,1,0,0,22.918596853847987,63.656070535330855
30.68268832021304,61.8001297621097,528.3306063841937,1,1,1,27.8800492619489,58.12202808287168
23.558736312452,49.142532861584,665.0506265417371,1,1,1,21.231648523900812,46.095347129793105
24.880995472389017,64.8818399457654,81.18421988494532,1,1,1,22.505383122048848,62.150604125539324
31.197371076770363,48.4456359524479,423.5974576610318,1,0,1,29.98080404204537,45.07832779615949
29.74449348570822,66.18261518698384,566.9828090770177,0,0,0,28.91051409349695,60.046337272091826
32.738351157412666,43.37741171235811,239.2339453022653,0,1,1,29.816888804678594,39.710963479095795
29.86419338450515,61.11057932382387,280.8281789698618,1,1,1,27.01345573467564,57.47479552393317
28.524629050032075,56.22095429934731,510.22842724203787,0,0,1,27.452552860820248,53.12755767529347
21.40512151742139,42.89603410586322,723.4514700828026,0,0,1,20.767327433383578,41.40439924241378
25.515737045891502,47.25681484776517,657.4433152271745,0,0,1,24.626549590678433,44.198405854916686
23.978035515225884,40.372121088319446,487.3476643246876,1,1,0,21.61272277055658,35.6914109580076
23.659844650686253,54.06303896393517,597.6662883179368,1,0,1,22.98487362519811,51.40693635765129
34.59515832128668,49.03795782280001,323.616852655849,1,0,0,33.49771126401683,42.22902300254242
25.896465870001407,57.95072452893277,530.7241460740684,1,0,1,25.63252215652757,54.446280950739286
33.3806983276567,48.917134231258515,399.6361933456677,1,1,1,30.372430416171664,44.846249974630226
29.467079389958943,48.99757334520954,192.45210234317068,0,0,1,28.680239662176433,45.29838048242098
31.922169553124725,62.2957959619481,576.3037054079429,1,1,0,29.17936180480701,55.52239828088865
27.539556396577883,41.44428507935061,467.3484780116165,0,1,1,24.39118841956075,38.15501000314347
28.653558269395386,67.08684985575962,318.9661864651936,1,1,0,26.116179735208046,60.71240660204123
27.38776540728296,65.56791623173544,733.504392558973,0,0,0,26.500727041589883,59.42655998890126
22.928644816970667,60.03414049679219,65.70058837004996,1,0,1,22.513892517684674,57.42318743984239
30.83678172892258,57.79664710322153,286.829863437122,1,0,0,30.13168620645225,50.93077194313131
24.211585436612836,66.76907494418957,92.66104833323492,1,1,1,21.872201187617215,63.368300185490256
20.364739496471806,45.559905385861434,624.8954871662204,1,0,1,20.25264129494441,43.702570634892595
29.682084438607518,42.369074865724855,576.5805905853445,1,1,0,27.174718143809343,36.2301492674982
22.656660191105736,47.18530509728615,298.5141640522378,1,0,1,22.385047568467204,45.16545890374354
34.106878765293715,63.83734836100571,556.7471766553048,0,0,1,32.69518971371107,59.512150495596046
34.30892865503881,41.0401080017945,346.95291964696236,1,0,0,33.32243540363919,34.654995188564705
33.72296585330673,57.48420505250469,617.1903435668257,0,0,0,32.97827481093169,51.09928376958486
25.552380503831664,69.8631254857393,390.63774705252956,1,1,0,23.18343513769734,63.940092656907794
20.231849247933013,65.67088281512619,359.20979587374916,0,1,0,18.075649880658084,60.550341760008834
33.92477843881588,55.643370671307686,751.0474366162257,0,1,0,30.93785462920496,49.103297267738796
26.422762224759715,41.90922727859927,238.15932491802516,0,1,0,23.63789442425509,36.66048246849223
34.49982228565504,64.94120543157129,140.33550499742407,0,0,1,33.32004223183946,60.41120888714521
34.45429965633879,57.969355245316315,488.40733494459363,0,1,0,31.226097667540323,51.45926058204595
32.7951418320104,43.447989911787005,776.9913592131342,0,1,0,29.394714048032903,36.99608554579772
24.416733381043784,42.81571854470069,333.37941029539,1,1,1,21.99860379986183,40.30672625791684
25.77646592902888,67.28880458309777,96.52757272158614,0,0,1,25.169243815458767,64.08292539733175
32.76705007275285,60.07600788814236,304.4789504821756,1,1,0,29.83875156989203,53.079052050997035
24.753830077344166,64.87860397950267,429.44874073966884,1,1,0,22.377931523336226,59.291233005156904
22.542391200291387,66.36936700846802,171.44225497416028,0,0,1,22.043010297160798,64.07964904147448
28.352018936875254,57.15317056144967,543.576663542369,0,0,0,27.29796592413462,51.29079480430224
34.04232161241171,55.523390552651236,798.3120417576505,1,1,0,31.072510102139578,48.71589352765613
30.440446950124596,52.9128223096297,388.8046069860829,0,1,1,27.265737879046792,49.23996863656872
28.550917551340476,49.50839763373358,316.0464175476595,0,0,0,27.500046832770042,43.73485215687974
21.457647406561527,53.037878825761354,350.52812512584995,0,1,1,18.691624243685492,50.98340412680865
29.225108400487546,63.21638967190469,136.35963379640086,0,0,0,28.128785711256462,57.151067267660395
34.85080775156395,58.05770293045394,712.4552010696679,0,1,1,31.821185716105422,53.56936825056368
22.10126022854786,66.77569869864539,361.11924164101396,0,1,1,19.358875662756923,64.22243016862333
27.77494478545605,53.30140043137563,340.45580856863097,0,1,1,24.90516642904235,50.2131126272742
33.16059607891933,58.21268736156262,544.7677046978557,1,1,0,30.227135961922723,51.17218570623537
31.111529266313067,58.93922659275966,381.52506569834264,0,1,1,28.232782693552952,55.144181833312615
30.455236114929022,57.75091486918977,536.1751016058845,1,0,0,29.929148653673114,50.77921998867591
30.53726125980664,61.07901319256549,96.08471759809063,1,0,1,29.940008694137152,57.42160385268954
25.392367268296326,47.12300405124419,660.2925077916706,1,1,1,22.968669087846923,44.56979179634366
24.4038776639674,55.37091332637372,755.3779646595519,1,1,1,21.949024850242896,52.82717724798707
32.140417332177705,43.12674408425043,536.5740396195395,0,1,0,28.85461525994013,36.7246325470879
32.15170092018771,51.53533982934438,765.9244466441081,1,0,0,31.635645206346652,45.17459194523654
33.006084778701556,54.63001205863793,163.57423577747247,1,0,1,32.04182958710359,51.01368525432228
33.69860828834707,59.566727786364176,408.06214211026526,1,0,0,32.91322482598464,53.1447328818722
27.67013598291407,68.5159315775861,501.3550504590854,1,0,0,27.245564019661877,62.386340738829304
27.522744420307994,58.01953199645068,486.30248556589004,1,0,0,26.863315124756795,52.172525582694334
31.974427684501627,62.307817485296795,351.0963343167824,0,0,1,31.031408179373937,58.598770326335945
29.749458961666477,55.187981784856085,303.56330702469603,0,0,0,28.87661799408398,48.57156270033033
30.529503158865552,59.02312094128994,145.11801691281408,1,0,1,30.06222257622954,55.1663103258312
31.936890041541517,42.1279664840132,343.8068379217086,0,1,1,28.769643569500435,38.895544784762734
33.350080127263496,47.63174742525541,171.99561132911384,0,0,1,31.989696518308364,43.969160620166214
25.069927352773036,50.85559279615416,600.7742573691638,1,0,0,24.540607521817705,45.58877097061009
25.63374428959916,54.17480065019541,206.6232016209425,1,0,1,25.18338510649935,50.79449327215244
21.409729097613035,41.36946236507151,93.92397896340039,1,0,0,21.147974551795144,36.715640683215774
28.67420211494261,44.20072292659953,464.27460336292575,0,1,0,25.681476324754296,38.23860353195117
20.53913410695113,48.30442923373917,496.4222995395512,1,0,1,20.02579778275699,46.35678220386688
26.9839702719869,69.14598072703151,703.9347959603791,0,1,1,24.20534420780692,65.47266156625439
28.13966952061365,49.940410213091525,482.7362093132614,0,1,1,25.528537716445296,46.41293456224526
24.298118781924266,54.461231743362475,309.1106402925843,0,1,0,21.6528505285465,48.50782970790149
28.862498908535162,45.88293138215179,652.2589111447404,1,0,0,28.31074429096643,40.40243932372149
20.457503749085742,58.323402132273046,455.2091698905658,0,0,1,20.02049535755472,55.96837737383181
20.560222831238217,48.42049646547923,109.46021347339381,1,0,1,20.391768690158667,46.41519684659467
32.33900840989487,46.2097773531528,474.387920234935,1,1,0,29.661807884430342,39.83405910966326
25.402859621168943,55.497178853379374,731.0139090662468,1,1,0,22.992022692288344,49.656576153248295
21.90590768977827,40.165173974812625,347.2344691236654,1,1,1,19.563710729841368,37.69826486841517
27.833648900822066,40.22992097947676,272.24435142485004,1,1,0,25.12256811927965,34.34868068696474
31.54990329647916,46.57206427305573,157.60209276351503,0,0,0,30.435062083363103,40.09118696147392
23.23731541245265,41.101640875024636,163.584141451518,0,0,0,22.622569066297615,36.303992619760386
29.343357137285004,43.24077262392074,374.5786132563642,0,0,0,28.328776836252306,37.13573830179339
21.28021197490652,50.16581948016255,496.7598681211472,0,1,0,18.76335217863091,45.8944184838017
20.775225817529115,64.07757038739439,110.46155387720131,0,1,0,18.30233704670772,59.38788041778508
27.97031947352222,57.16145930107902,754.6764417688743,1,0,1,27.496780414536637,54.06519005892882
28.109526824151597,55.38003177869249,616.350213083897,1,0,0,27.696469728269864,49.42010444875395
